Economy,Economy Code,"Region, WB","Population 15+, 2016, WDI",Gallup World Poll identifier,Weight,Respondent is female,Respondent age,Respondent education level,Within-economy household income quintile,Respondent is in the workforce,Has a debit card,If has debit card: card in own name,If has debit card: used card in past 12 months,Used mobile phone or internet to access FI account,Used mobile phone or internet to check account balance,Has a credit card,If has credit card: used card in past 12 months,If has account: any deposit into account in past 12 months,If has account: any withdrawal from account in past 12 months,If does not have account: b/c too far away,If does not have account: b/c too expensive,If does not have account: b/c lack documentation,If does not have account: b/c lack trust,If does not have account: b/c religious reasons,If does not have account: b/c lack of money,If does not have account: b/c family member already has one,If does not have account: b/c no need for financial services,Made bill payments online using the Internet,Bought something online using the Internet,Paid online or in cash at delivery,Saved in past 12 months: for farm/business purposes,Saved in past 12 months: for old age,Saved in past 12 months: using an account at a financial institution,Saved in past 12 months: using an informal savings club,"Has loan from a financial institution for home, apartment, or land",Borrowed in past 12 months: for medical purposes,Borrowed in past 12 months: for farm/business purposes,Borrowed in past 12 months: from a financial institution,Borrowed in past 12 months: from family or friends,Borrowed in past 12 months: from an informal savings club,Possibility of coming up with emergency funds,Main source of emergency funds,Sent domestic remittances in past 12 months,If sent domestic remittances: through a financial institution,If sent domestic remittances: through a mobile phone,If sent domestic remittances: in cash,If sent domestic remittances: through an MTO,Received domestic remittances in past 12 months,If received domestic remittances: through a financial institution,If received domestic remittances: through a mobile phone,If received domestic remittances: in cash,If received domestic remittances: through an MTO,Paid utility bills in past 12 months,If paid utility bills: using an account,If paid utility bills: through a mobile phone,If paid utility bills: in cash,Received wage payments in past 12 months,If received wage payments: work in public sector,If received wage payments: into an account,If received wage payments: through a mobile phone,If received wage payments: in cash,If received wage payments: to a card,If received cashless wage payments: first account,If received cashless wage payments: opened to receive payments,Received government transfers in past 12 months,Received government transfers in past 12 months: pension,If received government transfers: into an account,If received government transfers: through a mobile phone,If received government transfers: in cash,If received government transfers: to a card,If received cashless government transfers: first account,If received cashless government transfers: opened to receive payments,Received agricultural payments in past 12 months,If received agricultural payments: into an account,If received agricultural payments: through a mobile phone,If received agricultural payments: in cash,If received agricultural payments: to a card,If received agricultural payments: opened to receive payments,If received agricultural payments: opened to receive payments,Received self-employment payments: in past 12 months,If received self-employment payments: into an account,If received self-employment payments: through a mobile phone,If received self-employment payments: in cash,If received self-employment payments: to a card,Marginal: Used debit card in your own name,Marginal: Used mobile phone or internet to access FI account,Marginal: Used mobile phone or internet to check account balance,Owns a mobile phone,Has a national ID,Has an account at a financial institution,Has a mobile money account,Has an account,Saved in the past year,Borrowed in the past year,Payments: wage payments,Payments: government transfers,Payments: government pension,Payments: selling agricultural goods,Payments: utility bills,Domestic remittances,Pay online [of adults]- F2F,Pay online [of buyers]- F2F,Pay in cash when order is delivered [of adults]- F2F,Pay in cash when order is delivered [of buyers]- F2F
Ecuador,ECU,Latin America & Caribbean (excluding high income),11679844,199395446,0.38902568990892894,Female,51,secondary,Poorest 20%,in workforce,no,NA,NA,no,no,no,NA,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,no,no,NA,no,no,no,no,no,no,no,no,no,NA,Not possible,NA,yes,no,no,no,yes,no,NA,NA,NA,NA,no,NA,NA,NA,yes,no,no,no,yes,no,NA,NA,no,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,0,yes,0,0,Main source: Family or friends,4,4,4,4,2,no/dk/ref,NA,no/dk/ref,NA
Gabon,GAB,Sub-Saharan Africa (excluding high income),1269789,192950207,0.30122647002944575,Male,40,secondary,Richest 20%,in workforce,no,NA,NA,NA,NA,yes,no,NA,NA,no,yes,no,yes,no,no,yes,no,no,no,NA,no,no,no,yes,no,no,no,no,yes,yes,Possible,Main source: Money from working,yes,no,yes,NA,NA,yes,no,yes,NA,NA,yes,no,yes,NA,no,NA,NA,NA,NA,NA,NA,NA,yes,no,no,no,no,no,NA,NA,no,NA,NA,NA,NA,NA,NA,yes,no,no,yes,no,NA,NA,NA,yes,yes,0,yes,yes,yes,yes,"Main source: Borrowing from a bank, empoyer, or private lender",3,4,4,1,1,no/dk/ref,NA,no/dk/ref,NA
Latvia,LVA,High income: OECD,1661636.25,200466279,0.6378803672733347,Male,48,secondary,Fourth 20%,in workforce,yes,yes,yes,yes,yes,no,NA,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,NA,no,no,no,no,no,no,no,no,no,NA,Possible,"Main source: Borrowing from a bank, empoyer, or private lender",no,NA,NA,NA,NA,no,NA,NA,NA,NA,yes,yes,no,NA,yes,no,yes,no,NA,NA,Yes,Yes,yes,no,yes,no,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,yes,0,0,into an account,1,4,4,1,5,no/dk/ref,NA,no/dk/ref,NA
Bolivia,BOL,Latin America & Caribbean (excluding high income),7400247,164010200,1.451472394696681,Female,35,secondary,Poorest 20%,in workforce,no,NA,NA,no,no,no,NA,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,no,no,NA,no,yes,yes,no,no,no,no,yes,yes,NA,Possible,Main source: Savings,no,NA,NA,NA,NA,no,NA,NA,NA,NA,yes,no,no,yes,yes,no,no,no,yes,no,NA,NA,no,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,0,yes,yes,yes,Main source: Family or friends,4,4,4,2,5,no/dk/ref,NA,no/dk/ref,NA
Morocco,MAR,Middle East & North Africa (excluding high income),25550170,14258,2.9097553012665682,Female,33,completed primary or less,Poorest 20%,out of workforce,no,NA,NA,NA,NA,no,NA,NA,NA,no,no,yes,no,no,yes,no,no,no,no,NA,no,no,no,no,no,no,no,no,no,NA,Not possible,NA,no,NA,NA,NA,NA,no,NA,NA,NA,NA,no,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,no,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,no,yes,0,0,0,0,0,"Main source: Borrowing from a bank, empoyer, or private lender",4,4,4,4,5,no/dk/ref,NA,no/dk/ref,NA
"Congo, Rep.",COG,Sub-Saharan Africa (excluding high income),2953339,207600221,1.6748615846180046,Female,21,secondary,Fourth 20%,in workforce,no,NA,NA,NA,NA,no,NA,NA,NA,no,no,no,no,no,yes,no,no,no,no,NA,yes,no,no,yes,no,no,no,no,no,no,Possible,Main source: Money from working,no,NA,NA,NA,NA,no,NA,NA,NA,NA,no,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,no,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,yes,no,no,yes,no,NA,NA,NA,yes,yes,0,0,0,yes,0,"Main source: Borrowing from a bank, empoyer, or private lender",4,4,4,4,5,no/dk/ref,NA,no/dk/ref,NA
Lebanon,LBN,Middle East & North Africa (excluding high income),4591023,123030113,1.5954130770332637,Female,23,completed tertiary or more,Fourth 20%,in workforce,yes,yes,yes,yes,yes,no,NA,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,In cash,no,no,no,no,no,no,no,no,yes,NA,Possible,Main source: Some other source,yes,no,no,no,yes,yes,yes,no,NA,NA,no,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,no,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,yes,0,yes,"Main source: Borrowing from a bank, empoyer, or private lender",4,4,4,4,1,no/dk/ref,no/dk/ref,yes,yes
Uruguay,URY,High income: nonOECD,2712852,111810565,0.45797026097030014,Female,80,completed primary or less,Middle 20%,out of workforce,yes,yes,no,no,no,no,NA,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,no,no,NA,no,no,no,no,no,yes,no,yes,no,NA,Not possible,NA,no,NA,NA,NA,NA,no,NA,NA,NA,NA,yes,no,no,yes,no,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,no,NA,NA,Yes,Yes,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,NA,yes,0,yes,"Main source: Borrowing from a bank, empoyer, or private lender",1,1,4,2,5,no/dk/ref,NA,no/dk/ref,NA
Thailand,THA,East Asia & Pacific (excluding high income),56707896,118244011,0.3085366316007132,Male,46,completed tertiary or more,Richest 20%,in workforce,yes,yes,yes,yes,yes,no,NA,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,In cash,yes,yes,yes,no,yes,no,no,yes,no,NA,Possible,Main source: Savings,no,NA,NA,NA,NA,no,NA,NA,NA,NA,yes,yes,no,NA,yes,no,yes,no,NA,NA,No,NA,no,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,yes,yes,yes,into an account,4,4,4,1,5,no/dk/ref,no/dk/ref,yes,yes
Ukraine,UKR,Europe & Central Asia (excluding high income),38149932,167143585,0.4420416613684671,Male,74,completed tertiary or more,Fourth 20%,in workforce,no,NA,NA,NA,NA,no,NA,NA,NA,no,yes,no,yes,no,yes,no,yes,no,no,NA,no,no,no,no,no,no,no,no,no,NA,Possible,Main source: Savings,no,NA,NA,NA,NA,no,NA,NA,NA,NA,yes,yes,no,NA,yes,yes,no,no,yes,no,NA,NA,yes,yes,no,no,yes,no,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,yes,yes,yes,NA,yes,yes,0,Main source: Family or friends,2,2,4,1,5,no/dk/ref,NA,no/dk/ref,NA
